Date,Open,High,Low,Close,Adj Close,Volume
2022-09-12,233.610001,242.289993,215.800003,240.130005,240.130005,60646100
2022-09-19,245.050003,250.490005,221.429993,226.410004,226.410004,64341800
2022-09-26,225.600006,246.979996,220.720001,235.440002,235.440002,64419700
2022-10-03,237.850006,245.800003,224.279999,224.750000,224.750000,52403900
2022-10-10,225.639999,238.800003,211.729996,230.000000,230.000000,71024500
2022-10-17,234.410004,290.750000,234.399994,289.570007,289.570007,135616000
2022-10-24,290.230011,305.630005,280.359985,295.720001,295.720001,68714300
2022-10-31,295.130005,299.700012,255.320007,260.790009,260.790009,42971200
2022-11-07,261.059998,290.660004,252.089996,290.130005,290.130005,42117900
2022-11-14,290.000000,312.709991,287.000000,287.980011,287.980011,58882000
2022-11-21,291.000000,292.470001,277.339996,285.540009,285.540009,22656600
2022-11-28,284.000000,321.989990,275.940002,320.410004,320.410004,53915900
2022-12-05,316.459991,329.000000,302.100006,320.010010,320.010010,45009300
2022-12-12,320.000000,332.720001,286.549988,290.709991,290.709991,60252900
2022-12-19,289.730011,300.660004,280.809998,294.959991,294.959991,31565300
2022-12-26,293.190002,295.500000,273.410004,294.880005,294.880005,28897900
2023-01-02,298.059998,316.769989,288.700012,315.549988,315.549988,33397300
2023-01-09,316.829987,336.649994,311.070007,332.820007,332.820007,48561600
2023-01-16,331.079987,344.000000,313.390015,342.500000,342.500000,63499600
2023-01-23,341.720001,369.019989,340.630005,360.769989,360.769989,50170600
2023-01-30,358.440002,379.429993,348.709991,365.899994,365.899994,36052500
2023-02-06,363.640015,373.829987,347.140015,347.359985,347.359985,31729700
2023-02-13,349.500000,363.750000,342.440002,347.959991,347.959991,26235600
2023-02-20,342.850006,344.130005,314.299988,317.149994,317.149994,30325900
2023-02-27,323.869995,330.000000,310.380005,315.179993,315.179993,25594300
2023-03-06,317.000000,323.299988,289.000000,292.760010,292.760010,26896000
2023-03-13,287.339996,316.600006,285.329987,303.500000,303.500000,36286900
2023-03-20,299.790009,331.829987,293.540009,328.390015,328.390015,44452700
2023-03-27,327.549988,345.839996,321.279999,345.480011,345.480011,34144200
2023-04-03,341.829987,349.799988,332.630005,339.329987,339.329987,16577800
2023-04-10,335.269989,347.140015,330.040009,338.630005,338.630005,23425000
2023-04-17,338.000000,338.390015,316.100006,327.980011,327.980011,62504600
2023-04-24,330.200012,334.660004,317.440002,329.929993,329.929993,25477100
2023-05-01,329.440002,331.230011,315.619995,322.760010,322.760010,22592500
2023-05-08,322.989990,348.170013,322.029999,339.890015,339.890015,29436800
2023-05-15,340.619995,375.869995,329.619995,365.359985,365.359985,39720100
2023-05-22,365.359985,383.760010,354.309998,378.880005,378.880005,35869300
2023-05-29,397.480011,407.519989,385.790009,400.470001,400.470001,30910400
2023-06-05,400.470001,425.899994,396.339996,420.019989,420.019989,42525400
2023-06-12,418.829987,448.649994,416.570007,431.959991,431.959991,38038500
2023-06-19,430.179993,440.000000,417.730011,424.019989,424.019989,23065800
2023-06-26,422.440002,444.119995,411.500000,440.489990,440.489990,30543700
2023-07-03,439.760010,450.970001,430.720001,438.100006,438.100006,19701600
2023-07-10,438.519989,456.480011,431.040009,441.910004,441.910004,27900400
2023-07-17,445.570007,485.000000,423.190002,427.500000,427.500000,82378500
2023-07-24,425.000000,430.880005,411.880005,425.779999,425.779999,32152100
2023-07-31,426.510010,445.250000,426.269989,431.600006,431.600006,28894900
2023-08-07,436.459991,443.570007,421.329987,421.660004,421.660004,21787900
2023-08-14,421.989990,429.119995,398.149994,404.529999,404.529999,21641700
2023-08-21,402.230011,437.019989,399.500000,416.029999,416.029999,26718300
2023-08-28,418.040009,445.500000,413.269989,439.880005,439.880005,19635800
2023-09-04,438.390015,453.450012,436.700012,442.799988,442.799988,15638400
2023-09-11,443.070007,449.890015,395.029999,396.940002,396.940002,37700500
2023-09-18,395.500000,399.470001,378.359985,379.809998,379.809998,21888800
2023-09-25,382.899994,386.619995,371.100006,377.600006,377.600006,20258800
2023-10-02,377.480011,394.899994,367.239990,381.510010,381.510010,26092100
2023-10-09,378.049988,388.700012,352.049988,355.679993,355.679993,33428800
2023-10-16,356.209991,410.640015,344.730011,400.959991,400.959991,63310200
2023-10-23,403.320007,418.839996,395.619995,397.869995,397.869995,31996100
2023-10-30,402.350006,434.820007,399.410004,432.359985,432.359985,22141600
2023-11-06,434.380005,440.380005,429.609985,435.149994,435.149994,11386600
